puNumber,box_office
124010419,4963920.97
126000115,2009311.0
126000116,596373.0
126000117,5477552.0
126000118,168050.5
126000216,65150.0
126000217,293011.0
126000218,3131773.0
126000315,515980.0
126000316,812581.0
126000317,7900.0
126000318,3980140.5
126000319,1230644.0
126000415,1414772.5
126000416,1461209.0
126000417,2979145.0
126000418,539875.0
126000515,742164.0
126000516,1799719.51
126000517,5251129.0
126000518,2857464.0
126000519,750963.0
126000613,107750.0
126000616,2552910.0
126000617,8171896.0
126000618,234730.0
126000619,6308384.48
126000713,198270.0
126000715,25685.0
126000716,277367.0
126000717,1915621.0
126000718,1891021.0
126000719,463862.0
126000815,255735.0
126000816,36910.0
126000817,1378063.0
126000818,1627095.55
126000916,774210.0
126000918,953887.5
126001011,300.0
126001017,206188.0
126001018,3802554.0
126001019,380009.0
126001115,633970.0
126001116,3776087.56
126001117,91533.0
126001118,789792.5
126001216,184590.0
126001217,485603.0
126001218,5251755.5
126001315,50672.4
126001316,1017545.5
126001318,907478.0
126001415,178848.0
126001416,980911.0
126001417,6426560.0
126001418,1182864.5
126001512,16330.0
126001516,683318.0
126001517,175595.0
126001616,539250.0
126001618,3616937.28
126001716,256710.0
126001718,782806.5
126001719,1485359.0
126001811,421940.0
126001816,274600.0
126001818,757479.5
126001819,1385124.0
126001915,1195318.0
126001916,2178445.6
126002011,14500.0
126002015,5175580.5
126002019,761290.0
126002115,3782.0
126002116,47800.0
126002214,17783670.0
126002215,6900.0
126002216,702194.0
126002218,6002856.0
126002219,90290.0
126002311,3000.0
126002315,9616976.0
126002316,69505.0
126002319,906638.0
126002414,22769680.0
126002415,2713337.0
126002416,567812.0
126002419,3267514.61
126002518,1957365.0
126002519,49588994.97
126002615,6615812.5
126002616,909174.0
126002618,559464.5
126002619,752334.5
126002712,329526.0
126002715,768329.5
126002716,600900.0
126002814,197515.0
126002815,1954807.0
126002816,1467311.5
126002819,1524797.5
126002915,649742.0
126002916,2686896.0
126002918,185394.5
126002919,284470.0
126003016,45300.0
126003019,137200.0
126003112,103210.0
126003114,195810.0
126003115,59650.0
126003118,4386600.58
126003219,2255594.0
126003315,73610.0
126003319,1423419.05
126003414,402235.0
126003418,4839873.5
126003419,451387.0
126003512,44350.0
126003515,371909.0
126003516,323348.5
126003518,991888.0
126003519,38330.0
126003615,5350538.0
126003619,888182.0
126003715,1101928.0
126003815,327836.0
126003818,678340.0
126003819,1549242.52
126004016,685838.0
126004116,102940.0
126004118,1416635.0
126004216,293066.0
126004218,1362546.5
126004219,9319951.95
126004316,82130.0
126004319,891517.5
126004416,450488.0
126004419,6330992.5
126004516,6262239.08
126004519,1170658.0
126004616,64943.0
126004619,1228130.0
126004716,367404.0
126004719,312396.0
126004816,450962.0
126004819,1857607.0
126004914,900.0
126004916,478654.0
126004919,353361.0
126005116,392225.0
126005119,426247.5
126005214,1819529.0
126005216,268312.0
126005316,489652.0
126005414,5691184.3
126005416,2146546.0
126005419,419324.0
126005516,750871.0
126005519,956554.5
126005616,5484100.4
126005619,379195.0
126005716,201949.5
126005816,2273871.01
126005916,1025937.0
126006016,354757.0
126006116,1428642.0
126006216,120069.0
126006316,2266408.0
126006419,1510714.08
126006619,443885.5
126006919,12300474.55
126007019,116360.0
126007219,59829.0
126007319,83285.0
126007419,2081733.0
126007719,372702.5
126007819,1032821.51
126007919,219569.0
131000111,4775.0
131000115,429369.0
131000116,1056703.0
131000117,226848.0
131000118,930183.0
131000213,0.0
131000216,61987.5
131000217,37960.0
131000315,375529.0
131000318,182178.0
131000414,1190624.5
131000417,2152951.0
131000418,4231790.0
131000614,1003722.5
131000813,200.0
134000117,8100527.0
136000117,122554.0
211005310,3320.0
211005918,722415.0
211024117,5561387.0
211029413,650.0
211050311,6340.0
211055715,6400.0
212018710,420.0
214006116,51164.0
221015616,1075.0
221016714,2850.0
221017616,101700.0
221019614,250.0
221019816,66612.0
221021314,1030.0
221027316,1200.0
221033214,1090.0
221033514,520.0
221035012,200.0
221038210,3155.0
221039113,340.0
221045311,360.0
221050715,1900.0
221051015,2375.0
221054810,31800.0
221059612,7800.0
221078010,16700.0
221115810,140.0
221159810,250.0
224001016,250.0
224001915,1360.0
224001916,24500.0
224002216,850.0
224002316,750.0
224003711,125.0
224013814,1230.0
224014814,1530.0
224021411,9270.0
224022410,400.0
224023210,360.0
224026410,400.0
